business_id,business_name,category,owner_id,employees,monthly_revenue,monthly_expense,profit,tax_paid,electricity_usage,water_usage,rent,rating,latitude,longitude,established_year
e6c31d2b-48d5-4494-86af-3ab7683c0957,Tata and Sons,IT,1a1f5b44-be4f-4f3f-97ea-34e2f337386f,20,102782.0,49745.06,53036.94,7955.54,7409.27,3719.19,66799.58,3.8,12.934224331150887,77.66085724502649,2000
7582bb45-a6af-4f2b-8169-807dbf80f5aa,Kata-Raja,IT,a42ef7e9-b730-4122-aa88-68af3f8aca11,18,121512.72,51946.01,69566.72,10435.01,2314.71,892.67,81710.93,4.0,12.996846271229371,77.62183818788871,2010
93d941a1-c3ad-468a-adc8-5777714c6052,Oak-Verma,Manufacturing,22513541-1973-47bf-ab75-ec65c90d2554,8,126338.09,95289.02,31049.07,4657.36,7838.47,2093.15,62817.44,3.9,12.973404747570841,77.64580680745995,2017
a0a40603-f06d-43f6-b206-cfd691b67aed,Wagle PLC,Healthcare,714079ea-5bf8-4477-bd36-209c2ed1e9b7,10,114415.94,81659.66,32756.27,4913.44,3673.29,820.69,26159.63,4.5,12.976713572355198,77.5887697158691,1991
61f1a687-2e71-498c-8ba9-0fc8fcbcbb3c,Kapoor-Iyengar,Retail,fc580d41-c6fd-4416-99fb-89a65fe96000,14,168601.91,100381.75,68220.16,10233.02,2967.54,1163.92,61957.95,4.0,13.064261825197347,77.60728225272054,1990
53b7108b-7f51-4965-b45a-df429cab419b,Tailor LLC,IT,782f229d-fcba-4514-958a-b2a04f5cdce6,14,108969.23,66295.15,42674.08,6401.11,6556.89,4357.35,73233.47,4.2,12.979254653938128,77.60270329991158,2000
b00f14bc-d824-41e3-af41-cf6b19783ec1,Kale-Chatterjee,IT,c57a79c2-ce77-4737-8671-b4ddc878b7c5,10,154695.04,116663.22,38031.82,5704.77,8076.43,3650.54,38752.03,3.7,12.881105320086057,77.60403638697208,2003
4a13e7ba-10e7-4626-b3c1-459a430c6a1c,"Tara, Sura and Bail",Retail,8d8e49fa-83dd-4202-bf12-92fd4f7cd084,17,156812.99,85019.51,71793.48,10769.02,6976.44,2367.55,60457.05,4.5,12.875480428550903,77.50559499510008,2011
fdaded00-c4d9-4789-85cb-d08c4710600f,"Lad, Sankaran and Kuruvilla",IT,b490ba62-c355-4fcc-869e-c30b022a065f,16,123799.14,61248.12,62551.02,9382.65,4690.16,4062.36,26009.77,4.5,13.05284648819514,77.68937480333321,1993
45e3f627-baa4-41bd-afa1-5df64ae9d8c8,"Vaidya, Babu and Nagi",Food,4a5601be-6be6-4f48-9b77-3f8b30599625,15,111890.93,54308.66,57582.27,8637.34,9132.68,959.15,61187.37,3.5,13.024810010623456,77.49486741794217,2015
07a0e5ca-53dc-4f6f-a854-0a8fbb97c8ba,Behl-Gill,Food,acb6990b-ddca-4ea7-9a3d-26a998b10dcf,18,104388.55,69872.56,34515.98,5177.4,6131.32,2640.42,10000.0,4.1,12.926346935367231,77.67535457171505,2022
dd5dfe8e-0c1e-4c8b-9ae0-bbe894af74a9,"Chaudhuri, Raj and Bandi",Food,9b9db3e6-8705-4683-8c0a-18ad25ff6df0,12,134091.54,110303.06,23788.48,3568.27,6419.34,2461.87,61449.25,4.5,13.022545923127659,77.56956869153235,1994
075e0028-9e68-480e-8825-b56f0d80c369,Garde and Sons,Food,cff75cd6-1c4e-4261-a752-1d0d50e8f631,13,137527.66,79551.02,57976.63,8696.49,500.0,3525.62,48523.75,2.9,13.064622376695809,77.58884513667793,2007
7c791767-d307-4179-b995-4f3e657ae256,Mangal-Basak,Retail,3505f1ac-165e-4202-b974-0a50b3ab2670,16,188157.43,108809.1,79348.33,11902.25,3974.03,1859.84,19465.35,4.1,12.925054719218675,77.5975778261036,2011
e556cad6-c5e0-430e-86d5-f19f441f059f,"Morar, Rajagopal and More",Retail,fa5912f9-dd56-4070-ab2b-eb7d49a3d75a,20,347917.64,309309.67,38607.97,5791.2,4447.7,2557.4,50010.59,4.3,13.010186290343503,77.59775142096028,2001
6416a3b9-0e30-49bb-b5e8-50cecd2ea558,Radhakrishnan-Sahni,IT,40649190-47ca-4213-b1ba-171f1e81a246,16,101599.22,49427.56,52171.66,7825.75,5490.83,1748.09,19026.15,4.3,12.88120626556247,77.58258849987655,2007
5c030215-a3f6-4372-a5f9-12877426da88,"Johal, Shetty and Narula",Healthcare,60a198fc-c02c-43a8-a88e-646ba52c5b83,12,133409.41,56412.08,76997.32,11549.6,6878.52,3609.61,66953.31,4.1,13.002000564863774,77.62527670013571,2011
2883b5f2-e125-49b7-9c90-7fc88b0b26d4,"Mahal, Devi and Deshmukh",Healthcare,9d08f3cf-81d5-4eb0-ae35-32aa7def4fd7,15,130486.53,90372.17,40114.36,6017.15,6135.95,2147.11,54013.07,4.3,12.94961495891309,77.54397768573308,2010
0f1a2f48-1d2b-4c37-8471-42879ce40b3e,"Verma, Hans and Balan",Retail,92710ff6-6050-437e-8a98-5fb5d2a504a9,11,149889.11,132222.38,17666.73,2650.01,2585.8,1989.03,58764.51,3.9,13.06424933027679,77.61464639233985,1997
e3a6fa77-26eb-4c2c-878c-4609a32a4219,Raju-Nanda,Manufacturing,2504f7f7-02fb-4092-a96a-365c4e90f5fd,22,116102.22,48318.19,67784.03,10167.6,6790.54,1271.22,41640.69,3.8,12.95543138213712,77.53651084976335,2023
62a44a95-d49d-47de-af71-739ded34d4a9,"Talwar, Hari and Chakrabarti",IT,e2f256ae-c347-4e16-a790-e5cba82aff78,18,202326.05,125417.5,76908.54,11536.28,5787.27,1828.4,53162.59,4.5,12.927935566380523,77.51971987014349,1998
8a06a84b-a515-49b7-9e20-0d4a9ea31509,"Sane, Thaman and Ramesh",Retail,fb60e5f1-a6de-449f-8adf-5f3dfbe2c89b,18,232471.94,141440.29,91031.65,13654.75,3566.32,2879.49,23046.38,4.0,12.916221833970475,77.5756041169749,2013
52b380d6-4f54-4ec5-93a3-8e974314712a,Pau and Sons,Food,88134cdc-2a7f-4d99-af88-4bcb20d89fcf,18,109246.95,49557.6,59689.36,8953.4,2998.25,1195.72,90174.16,4.5,12.95830136191148,77.60356067689736,2022
47986ac4-6259-407c-aa95-4dab79998836,"Krishnamurthy, D’Alia and Sankaran",Retail,69806aef-12d7-4f3a-b9c4-469c42b0c690,15,100394.44,52496.18,47898.27,7184.74,6549.13,1971.6,62357.11,4.5,12.88571984076753,77.58445524603857,2023
57d91971-d631-4328-bba2-986e11ca3d18,Chandra Inc,IT,3018430d-35f7-409a-bd34-9016afc42c23,17,162345.0,109893.21,52451.8,7867.77,5489.95,471.54,56251.54,3.7,13.048800182341177,77.6731307113783,1995
6510d888-d52c-4fa3-8ab1-646ec40701a3,Dutt and Sons,Retail,0bb2da3e-aa30-40b7-8b38-e888b54cf80d,17,129981.75,99261.06,30720.69,4608.1,5607.5,2807.02,54594.89,4.0,12.970930783404489,77.67135326515009,2022
1e95dd9e-cce6-4ff7-a077-8ef419081c59,Ramachandran LLC,Manufacturing,f73080bc-f437-4eb5-b377-1621b0261e52,11,166758.25,141692.4,25065.85,3759.88,5773.41,1147.67,75184.42,4.1,12.906359616050077,77.57921792120278,2021
8dbd87b5-2e03-4c80-b620-f3703c98c18b,"Dutta, Pant and Hari",Retail,473e4a6c-a260-4de4-be8c-7fd27e9a8a33,17,155128.43,138175.93,16952.5,2542.88,4531.73,1398.88,89274.63,3.9,13.036377179652414,77.64079310035704,2014
efed6b28-0ff1-4707-9c7c-9c00c5d47b89,Sachdeva-Bajaj,IT,be5cce64-5e77-4692-839c-0875ef4d0c9b,15,113172.41,100533.92,12638.49,1895.77,6270.14,3978.07,35639.67,4.8,12.906952221144437,77.61011481566152,1998
6cea985f-fdbe-43bb-9dc7-74b99451fdbe,"Din, Seth and Lata",Food,354aae50-6fed-4fef-9b94-f1eddb2ba017,24,181339.27,114902.93,66436.34,9965.45,7395.2,2253.83,18968.36,3.9,12.973848340766361,77.510071636801,2003
ad3adf34-370b-479d-b2f7-deace97bb851,Wadhwa Ltd,Healthcare,7c3a9ce3-b469-4e3e-ad73-0376ea4d264f,18,100168.43,61707.01,38461.43,5769.21,6228.48,1136.17,30352.84,3.5,12.971248911297584,77.59932325210555,2004
efa31c01-43bc-4a1c-b65f-a6929e39a153,"Mitter, Joshi and Vora",Healthcare,a5d3f91f-c4b4-4055-8e33-1f42ec13b239,15,306909.93,244226.04,62683.89,9402.58,5065.89,2532.67,43655.28,3.6,13.069848814164006,77.49547040470111,2006
32189a74-79f7-4014-84e0-d651c56cc831,"Nath, Chacko and Pant",Retail,c7bb3b83-67a4-488e-80a7-7973cac50412,14,121474.33,75009.52,46464.81,6969.72,7719.89,1225.42,59643.31,3.5,12.920831896313961,77.67625302091457,2009
51e6a219-349a-4515-b118-b7701c764278,Bhagat PLC,Retail,34e6ef38-6a9d-4bc4-9812-1bafbd86eecd,23,206349.62,92711.82,113637.8,17045.67,3306.8,3436.53,38674.11,3.5,12.911776033527296,77.56731606063444,2004
13122d70-c194-4360-b79d-a69b7b9b6a52,"Gour, Varty and Vaidya",Manufacturing,fc5813ba-961a-41ff-823f-7e11e2ac5393,15,129678.17,86463.5,43214.67,6482.2,5744.6,517.98,38638.12,4.4,12.939716984387921,77.62768300022569,2001
65123dc4-5dc7-4a4d-96c6-27c9d06fd3a4,Deep-Cheema,IT,933e5951-6208-4fc0-ae90-604773242b94,17,128445.06,106430.9,22014.16,3302.12,4797.18,1986.12,50958.2,4.4,12.967050425212584,77.54752643912622,1994
6084cdb3-ae7c-4a5e-96bf-ca0ea2d8ac2d,Lal Group,Food,af90f7cd-82db-4115-bf5f-cd6c0be7f12a,7,117433.41,101152.54,16280.87,2442.13,6788.52,3116.59,30875.81,4.4,12.8726759447817,77.6176178710936,2021
a02e9676-eb81-467f-8eda-361269e400db,Ramachandran-Shere,Food,91ce5253-2cb5-4cb3-8a19-38c19ca8b01d,14,489965.72,294887.02,195078.7,29261.8,8588.21,255.25,39494.28,3.9,13.045886252715489,77.68698031882127,2006
9cb35945-65e1-4bc3-a230-a04d586e75f9,Kanda-Borah,Food,ae970c4e-a299-476b-b1d0-dd1c1dfedbc3,13,168182.31,95379.39,72802.92,10920.44,7552.38,4664.6,33402.45,4.1,13.062913614850789,77.5020850272658,1993
3a1a085e-daca-43b3-ad0b-059441804f74,Atwal-Prashad,Healthcare,4919bb51-01f3-4a3e-8f9d-7e83793644e4,16,152003.12,80777.14,71225.98,10683.9,2839.56,3383.61,76840.22,4.2,12.881443874428522,77.60545403818342,2008
ec29f7ff-4f22-4a54-916f-ce51f947bdcf,Zacharia Inc,Manufacturing,1caf5aa3-eb6e-4504-92dc-5089f9a8051a,13,145872.34,99361.3,46511.04,6976.66,1599.81,3229.05,16086.66,4.5,12.885573391136921,77.61762436483248,2003
ff09432d-d7fa-4b22-91be-d10cb2106985,Sem Ltd,IT,e151ddbf-33c0-489a-a4e0-6eda30fd5069,16,165321.5,139715.79,25605.7,3840.86,3818.74,899.73,67357.41,4.0,13.029539617674414,77.65533998998531,2005
0a40dd7b-8df8-43e1-b07e-5e345352389b,"Mukhopadhyay, Amble and Chowdhury",IT,6cb0e496-ba48-4e3f-ba8f-9c398768b331,14,100080.29,84170.63,15909.66,2386.45,2870.87,1834.88,51817.22,4.2,13.064537046694204,77.55549100859511,2020
01893691-1613-4fbe-94e1-7424616d429f,Lala-Chauhan,IT,13e406df-f85a-4886-975d-9c67467125a6,12,104611.62,74558.54,30053.08,4507.96,6930.57,1227.57,67552.33,4.5,13.054556880604647,77.58530981389868,1994
8f90b9bf-14a5-402d-a6c9-9753350dad6e,Dave-Bumb,IT,65d07416-f2b9-44aa-ac3f-37c4ad7a8857,16,179377.87,151509.47,27868.4,4180.26,2878.05,2360.34,81862.58,3.9,12.884554492162803,77.62057704299629,2017
f0b1da2d-9246-4fbf-a8ad-6844a60d79b2,"Swamy, Narula and Bumb",Manufacturing,29da6271-23dd-4257-9dbf-8f7b3788e405,17,124679.15,56512.82,68166.33,10224.95,3243.77,2166.67,46297.19,4.5,12.957813783338608,77.53749714666431,2019
b1c9419e-39aa-4ad2-9faf-d2e95ff80d9b,Patla-Nigam,Retail,23a757d7-0c0f-4deb-b7a1-0fff884853d7,15,142478.38,118112.45,24365.94,3654.89,1635.63,1474.82,22557.96,4.2,12.937640264768843,77.60794290302711,2020
4fd4883f-cd82-4d20-a97f-e28310c66d43,"Vyas, Brahmbhatt and Bhakta",Retail,247d87ae-1100-4f74-b8dd-69af7f620c8d,16,162422.16,81879.14,80543.02,12081.45,7186.63,2611.7,54601.04,4.2,13.060647560836497,77.66133627383377,2022
4123a62b-3ed1-43ec-8df2-aacae513339f,"Rajagopal, Bahl and Hegde",Healthcare,d84ef6c9-bb80-4eef-883c-1e97ffeb2e96,12,125072.3,66002.9,59069.4,8860.41,7324.27,2936.75,59410.86,4.6,13.044192706456371,77.51534386641586,1990
1b44bfdb-dca0-47da-9d52-34b3f40a48ea,Ghosh Ltd,Retail,b5dbfe2a-2b07-4cec-9af5-f2c3bd819c8a,19,207275.27,112953.56,94321.71,14148.26,7563.38,1743.24,25694.38,4.1,12.896956754761824,77.60623362556487,2013
8ed222c4-71c1-4ce7-9702-9a4829a3c439,Wadhwa LLC,Food,60c54f56-c6b7-48b1-99dc-283604fe2cc8,16,146891.33,127521.53,19369.8,2905.47,1887.17,2889.11,58594.91,4.6,12.922787132697081,77.67751334029533,1998
ca07c367-2786-4893-b499-821cad6ad6e7,"Thakur, Biswas and Bahri",Healthcare,72877758-45ea-4b5d-a523-5fcbeb3b3c30,16,144595.34,93522.63,51072.71,7660.91,2261.28,1346.56,53993.27,4.4,12.888108980774005,77.59492416030965,2014
4b03967a-8f10-4143-a9fa-7a812d5ac1d5,"Kata, Merchant and Sangha",Retail,95b34744-4ac4-4bdc-9e7e-4c19be12ee8e,9,126804.01,111085.55,15718.47,2357.77,7244.04,2969.26,66009.53,4.3,12.980189273633716,77.49883386524851,1990
44aadc9f-4a6c-468a-8ca7-75b6569ed802,Apte Inc,Food,4e99a7d1-5d9c-4962-b7cc-e24bb66da9c7,11,104976.13,61901.31,43074.82,6461.22,5466.67,2151.38,45007.75,3.2,12.930722414354594,77.61004034246058,1991
55492bd8-ca9c-460c-96ab-fdc784008da7,Bakshi-Mander,IT,5d440593-8135-4bb2-8fb1-843ec3a324bf,17,117559.78,57874.92,59684.86,8952.73,4472.63,1303.94,68477.16,3.9,12.95758378201904,77.68094490443882,2018
e74d528d-1134-46e9-b1f2-70fd5cd7115b,Raghavan Group,IT,e5dd3d29-f988-4246-ae16-4d01b02a88e7,14,152496.85,118940.41,33556.43,5033.47,6051.94,1440.15,75565.12,4.6,13.007208208333505,77.57410583774353,2003
1b7f8ba9-755f-4c76-98f1-6de440bcf7a0,Seshadri-Narula,Retail,c7251502-2411-4a06-ac30-ded4bd11dc35,12,116727.87,54040.53,62687.34,9403.1,5328.86,975.59,28344.14,3.7,12.913125212008296,77.5346056430359,2019
9dc1f0c7-68e0-418b-b6dc-9b6dee7624e7,"Dewan, Sanghvi and Gandhi",Manufacturing,11d86678-e024-4b99-a854-fb089e981ed7,11,257473.12,134664.85,122808.27,18421.24,6286.43,1420.11,54734.47,4.7,12.954553526296829,77.69231198643338,2001
03e78d26-fb20-47ef-beb8-cebb888ee8b8,Subramanian-Narayan,Food,a6058490-2f91-4673-ae98-113aee04c543,19,101612.45,48034.44,53578.01,8036.7,3681.82,2445.61,17758.21,5.0,12.979336473530905,77.63592650862965,2019
357aa1e3-cc3e-4ba0-a1e5-2fe1a99df8b7,Bajaj Group,Retail,87ed5b57-065c-48ed-8c57-2101efa5abaa,18,156059.88,116524.05,39535.83,5930.37,7483.24,1445.76,51953.32,4.9,12.878376417556142,77.57344847129524,1996
fa72d2b3-3d8a-415d-b72c-5bc67d430db4,"Ben, Chaudhuri and Mammen",Food,21deca46-09ed-4f0f-b595-2680b06787fc,13,137509.21,122767.01,14742.2,2211.33,1243.97,1867.53,43037.92,4.2,12.985177757465236,77.68518239045567,2010
e5f0b4db-1825-481e-95c0-e73fc9cc97ab,Chaudhry-Pandit,Healthcare,a7f80e25-224e-449e-aae9-df8395584e48,16,125789.9,53230.49,72559.41,10883.91,3988.76,2202.15,59527.36,3.8,13.031442886265687,77.6545710490328,2022
6c1486b7-7bdc-4c4f-8ec2-0e020dd35aac,Peri-Pathak,IT,abf3624f-f77e-4332-b611-82a3e409de5f,14,123467.03,55392.38,68074.65,10211.2,2926.62,3431.89,64079.8,4.2,12.889862277839574,77.62794398679291,2008
5ee83596-1f1f-46ef-a3ac-855e20d68934,Raman-Ranganathan,IT,f792616e-d95c-4f71-a362-3d8bb895e485,21,133851.82,113912.26,19939.56,2990.93,3478.59,1413.63,51224.83,4.1,12.954793347394014,77.6621821570586,1994
dbf04999-5b7c-459c-a85d-aff59fff9b68,Andra and Sons,IT,91d0ef5b-ab7c-467e-9d2e-dd446f7ad9f6,21,146315.59,109244.54,37071.05,5560.66,3599.14,1867.25,52995.8,2.7,12.886221335545942,77.5234836627576,2020
7b77c48a-086e-4871-9976-97aec8ebe0e6,"Anne, Upadhyay and Devan",IT,b608fd61-1a82-436a-bba0-bb9a3510933f,19,116114.56,104203.62,11910.94,1786.64,4653.79,2819.67,54507.48,3.5,12.906044200738076,77.59477617950427,2006
c90e3875-c9e8-4afe-8208-05622b219729,"Puri, Bedi and Sastry",IT,edf70117-e30b-461d-9dba-15e8d7843365,8,179779.17,154970.03,24809.13,3721.37,4488.34,2113.54,58837.16,4.2,13.048197065668928,77.57757000301703,2002
47a0229e-9213-458a-a439-bc1c0c5ac847,Majumdar Group,Food,77a23bdf-81f2-42f7-b45a-2d23f5fcb9b2,19,298362.53,154433.11,143929.41,21589.41,6086.96,3878.98,37376.96,4.5,12.892619670393236,77.67759296327831,1994
ccae84fc-4665-4adb-95e9-e1d53a3be035,"Pillay, Sandhu and Biswas",Retail,1cae50e5-a00d-492b-8033-e92840fc985d,13,104490.25,87321.81,17168.43,2575.26,4689.37,1492.16,28884.7,5.0,13.03860707719459,77.51264601380954,2014
e6fde633-11d8-4479-a4d9-b5a9cf6f5e3e,Savant-Ramanathan,IT,e5068c65-9bad-4d97-9e72-6017bdab8c0c,10,153221.67,111013.93,42207.74,6331.16,4031.02,1564.82,60516.18,3.9,13.067283611997711,77.56533684196245,2013
dea6b9e8-aa09-42b9-a7e6-0c756c039172,Bansal-Karnik,Retail,9fe4b585-fa11-4d30-950f-b42f114866ad,13,112034.51,74626.68,37407.83,5611.17,4325.67,3329.88,10000.0,3.8,12.994156724028404,77.66123891154618,2000
9de41d72-e785-4593-8c99-4fa1aff6f0f8,"Gaba, Nori and Dewan",Retail,a4bc7b69-0e75-42ea-8583-b4b53b42dc4a,10,204970.67,121959.3,83011.37,12451.71,4493.2,2399.12,81114.35,4.6,12.96792721699137,77.6110847434109,2014
9888d0a5-78b3-4953-a534-96961cfdf534,Srivastava-Madan,Manufacturing,12b003cc-dd6c-4fb5-bd3e-51dba362398e,17,180044.6,106579.83,73464.77,11019.72,6083.05,705.75,72634.17,3.7,12.9587104071854,77.50759030735685,2017
fbec2228-8734-4a35-9a60-caf0714cc470,Gole PLC,IT,4c711045-2e06-4b9e-a35b-09acd4bac5f4,25,160379.78,105666.76,54713.01,8206.95,6093.22,1057.86,57012.42,3.6,13.015732486107739,77.51238460971601,2012
4ad058fd-db7a-4ad7-8d56-8bf2c0453dad,Handa PLC,IT,908df015-951d-4233-bc8d-7a7f86ac1bc2,15,133947.95,74854.49,59093.47,8864.02,4678.42,848.17,45306.71,4.5,12.961863303027426,77.5178615285653,2008
988934bf-d76c-4088-9a3f-1305bcea0dd2,Borde-Krishna,IT,fbbe9078-a5b9-4054-840f-a57b944c31be,12,112106.88,48136.48,63970.4,9595.56,6865.51,168.35,57936.11,4.0,12.945799558716477,77.60396869292327,2022
a02ce141-e34f-4eb3-acf6-09571609d0b8,Apte-Manne,Manufacturing,172bef98-77ec-4144-92e5-f1c60024d3ca,16,223434.52,174248.09,49186.42,7377.96,4570.45,3128.08,73195.18,4.3,13.049847712380457,77.58733342659058,1999
8c46236f-3dc1-4898-b5fd-68459c894851,Sangha-Kala,Retail,824e18c0-2a4b-4123-96d6-8212629d8be4,15,112997.14,45472.28,67524.86,10128.73,3177.66,783.2,59322.79,5.0,13.047750404278663,77.59630810474954,1992
1557514d-f8a2-40a1-92de-936b53c96dc5,Basu-Tripathi,Retail,40191b9d-f6a3-4a95-9217-7b453365348c,11,100922.69,60676.61,40246.08,6036.91,4531.89,2662.59,77007.7,4.9,13.034834432236797,77.53347994272194,1997
5ab8cda5-f0a9-46ca-bf14-69455408eda7,Issac LLC,Retail,a0213dbd-1b7d-4769-bfbb-f75ca9f61783,16,122828.89,66773.6,56055.29,8408.29,3587.33,3225.18,35921.09,4.8,13.008374060450683,77.59032644112602,2002
554ef512-8c5b-4196-a10a-99eb6eb92a87,"Sekhon, Om and D’Alia",Food,f2f73aaf-2d04-4814-a69c-ab61c788cf93,19,183786.07,142762.34,41023.73,6153.56,3513.13,3120.75,16255.66,3.8,12.971844727626474,77.50998110867394,1994
73e9fc20-6286-40fc-af74-c879e9d8a637,Sunder-Minhas,Retail,e8ebf902-0f9f-4b89-8173-727d7a6aede2,14,122022.1,66404.27,55617.83,8342.68,4876.77,1529.95,45100.19,4.1,12.968485992372417,77.49514172668745,2018
4c26473b-b4fe-4c9c-ae94-e960cc05408f,Master LLC,Retail,634781fb-2779-4d63-85b3-bb7d76c3d647,10,192664.68,131166.46,61498.22,9224.73,5634.52,1937.83,103554.61,4.4,12.975481557382162,77.61886268404757,2010
f8cd8fb4-0672-4d14-83ca-bd7714723093,Ravel PLC,Retail,ee451f9f-7d48-4203-a961-a3c46c9191bb,10,103467.04,73897.28,29569.76,4435.46,2555.31,1892.99,45598.61,5.0,12.917107405857283,77.6413807248133,2009
ec9acc86-33d7-4018-a82f-85ceef142b64,"Bhandari, Patel and Kota",Retail,e9b433b6-b0e6-44c8-98b1-5142ebb916c4,8,115430.37,57685.79,57744.58,8661.69,1458.91,2682.61,74866.15,3.8,12.887743849827393,77.58229297566743,1991
1f9246c7-3d6b-4c30-820f-2306f24c5d1e,"Bhakta, Sule and Divan",IT,2d958bf3-2d5d-4649-9b88-b7ce74837566,11,198832.2,91639.27,107192.93,16078.94,7439.25,477.95,54415.17,4.9,12.89932326699971,77.50536217207735,2011
d1ec12b8-9969-4f0e-b106-d08dc8462e1d,Ramachandran LLC,IT,72c4d2c0-1b7d-4ac0-920f-7b44132df1e2,14,113518.31,74314.44,39203.87,5880.58,2573.36,847.21,49078.23,5.0,12.944522885006199,77.61776686045762,2014
df24a549-ac8a-4ce4-aef1-af540c2e2e44,"Bhalla, Hegde and Khatri",Retail,6205caba-848a-40b5-8fbf-d9b0c2abca58,13,267936.64,153805.39,114131.24,17119.69,6694.41,2558.17,74898.29,5.0,13.06690288181662,77.65989459209993,2000
dbd3f819-5125-4f4c-b6ab-5b9388fa4ea5,Sodhi Ltd,IT,b16592c7-b251-4407-b948-4ed5b3cdf9c8,15,106261.8,57545.52,48716.28,7307.44,4887.07,3857.15,52181.3,4.4,12.933547936921796,77.61966636761258,2005
31fcfde1-003e-4a7b-8080-72f7c1281f2c,Varkey-Kamdar,Retail,60edb8d3-1ea9-4767-8a85-489e4c6a92ed,17,121903.07,98913.26,22989.81,3448.47,3909.39,2978.07,17694.2,3.6,13.013502025665979,77.52139947028968,2012
cab72281-5728-4b95-84e8-ed5173adea8b,Bala-Krishna,IT,a9ddd559-acd2-4c8f-97e8-e2563f4c7179,15,122168.25,64295.63,57872.62,8680.89,2508.21,1835.39,76937.27,4.3,13.00667104913114,77.65563291524448,2013
52712fc8-0086-4a45-92c5-78fd22853d2a,"Sharma, Chacko and Setty",Retail,6c2e5b01-93d3-46e7-b0ff-27237bb8a35e,15,186473.2,101371.03,85102.17,12765.33,4416.42,2427.06,40967.47,3.4,13.035505609489062,77.57908217178955,2010
ec944d7f-262f-4791-843d-510968ef9e80,Narula-Cherian,Retail,17850d07-144a-4404-b02c-1bd5dc19764c,18,144227.84,73192.21,71035.63,10655.34,5580.09,1040.29,44918.28,3.5,12.888037339486726,77.58048860150917,2003
547b4b27-baed-4d69-984a-884250a285c8,Jain-Bumb,Retail,d5074436-bff7-4d87-9cd7-bfb42afb39b2,22,194572.87,170747.16,23825.71,3573.86,3864.48,1174.03,74689.64,4.4,12.980676006482025,77.68016472072777,2021
